Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,15,0,0.0,0.0,0.0,446.91226,218.49565,109.209206,1566.8801,1393.6378,695.38116,1.9735306E-4,7.78499E-5
2,0,49,0,0.0,0.0,0.0,281.12622,91.112434,45.342743,1458.2932,1388.0919,691.64355,2.1357212E-4,1.3381444E-4
3,0,17,0,0.0,0.0,0.0,504.1101,196.85985,98.37095,1574.1056,1364.6323,676.27246,1.770427E-4,7.882313E-5
4,0,12,0,0.0,0.0,0.0,499.1787,228.45576,114.050476,1557.6564,1395.7517,697.0448,1.6935132E-4,7.355674E-5
5,0,10,0,0.0,0.0,0.0,565.93567,267.12933,133.50125,1608.6816,1387.9493,691.35016,3.5387036E-4,7.684059E-5
6,0,7,0,0.0,0.0,0.0,517.3825,203.48364,100.4458,1578.7086,1389.3177,692.23663,2.3630224E-4,7.101891E-5
7,0,23,0,0.0,0.0,0.0,414.43564,217.26004,107.9373,1459.6793,1385.379,689.4704,1.8013273E-4,8.880578E-5
8,0,17,0,0.0,0.0,0.0,478.8453,245.99336,122.75109,1461.4125,1385.9304,690.2683,1.9457756E-4,8.398123E-5
9,0,34,0,0.0,0.0,0.0,502.21518,237.1156,118.223114,1315.5172,1373.6112,681.77826,5.476777E-4,1.0579E-4
10,0,16,0,0.0,0.0,0.0,526.42804,262.78943,131.23956,1478.7068,1386.3607,690.4636,2.601985E-4,8.4540705E-5
11,0,22,0,0.0,0.0,0.0,490.31223,241.74722,120.78308,1493.8887,1369.9607,678.79034,5.285131E-4,8.824031E-5
12,0,28,0,0.0,0.0,0.0,505.86172,251.42697,125.59348,1356.1772,1387.2021,691.0834,1.9243541E-4,9.5737894E-5
13,0,10,0,0.0,0.0,0.0,607.3855,317.2959,158.58923,1543.144,1386.6549,690.52454,4.6251726E-4,7.7495315E-5
14,0,24,0,0.0,0.0,0.0,616.8953,342.05835,170.98114,1341.6482,1379.2517,685.52325,2.9944014E-4,9.584094E-5
15,0,20,0,0.0,0.0,0.0,571.88934,348.21185,173.54007,1401.692,1390.8914,693.6448,6.130361E-4,9.7867756E-5
16,0,9,0,0.0,0.0,0.0,476.67432,204.62654,102.18038,1576.7445,1367.8551,678.0187,2.2309285E-4,7.29182E-5
17,0,21,0,0.0,0.0,0.0,537.2351,268.12292,131.71086,1574.0181,1380.3026,686.4771,2.0327051E-4,8.1889164E-5
18,0,38,0,0.0,0.0,0.0,529.96136,248.22243,124.02476,1433.2008,1377.6069,684.204,3.6714022E-4,1.00907695E-4
19,0,61,0,0.0,0.0,0.0,286.4631,95.38645,47.548973,1471.5393,1394.3303,696.04224,2.2349846E-4,1.4805899E-4
20,0,17,0,0.0,0.0,0.0,575.09094,446.82755,222.56554,1553.1261,1373.5739,681.2211,1.8086533E-4,8.104562E-5
21,0,19,0,0.0,0.0,0.0,489.72873,228.27701,114.02252,1457.7524,1358.329,670.09686,2.8863788E-4,8.641117E-5
22,0,28,0,0.0,0.0,0.0,346.69888,107.624596,53.695953,1378.4282,1372.6176,680.7245,2.2411474E-4,1.0471299E-4
23,0,13,0,0.0,0.0,0.0,560.9203,296.39578,147.96042,1505.3087,1381.1539,686.90393,5.0075294E-4,8.997019E-5
24,1,15,0,1.0591602,1052.8164,526.3275,622.47156,346.76443,173.32423,1682.2487,1384.7119,689.25977,0.0065446543,1.405318E-4
25,0,16,0,0.0,0.0,0.0,485.75534,290.3973,144.98831,1559.8604,1394.7881,696.2427,3.8525983E-4,8.732197E-5
26,0,30,0,0.0,0.0,0.0,414.5096,240.47177,120.16135,1290.8898,1358.4095,670.5649,3.003578E-4,1.0950076E-4
27,1,11,1,1.1124783,852.6513,425.27817,505.5028,261.60547,130.68483,1227.6365,1366.5121,675.8274,0.006460348,1.5879178E-4
28,0,23,0,0.0,0.0,0.0,552.9378,334.9268,167.36378,1274.2323,1377.0604,684.1928,2.687127E-4,1.09125336E-4
29,0,15,0,0.0,0.0,0.0,533.48834,328.165,163.64386,1435.1803,1367.8864,677.19324,3.0384178E-4,9.486654E-5
30,0,19,0,0.0,0.0,0.0,547.163,363.5387,181.57036,1350.2799,1324.4603,646.62274,3.5858617E-4,1.116079E-4
31,0,32,0,0.0,0.0,0.0,431.74548,231.72256,115.582565,991.243,1365.1388,675.3804,3.5340115E-4,1.38276E-4
32,0,9,0,0.0,0.0,0.0,398.72668,261.3471,130.5979,1252.4392,1341.0571,658.6044,3.8212613E-4,9.358274E-5
33,0,21,0,0.0,0.0,0.0,516.45105,309.49496,154.6583,1191.9298,1349.6246,664.2278,5.506244E-4,1.1636436E-4
34,0,34,0,0.0,0.0,0.0,406.05054,205.31607,102.53098,1125.4292,1330.1292,651.24054,2.4710596E-4,1.227266E-4
35,0,9,0,0.0,0.0,0.0,554.28125,461.8851,230.00757,1376.0111,1322.3676,644.4949,3.438393E-4,8.706536E-5
36,0,26,0,0.0,0.0,0.0,444.5461,223.03444,111.28554,994.623,1312.4988,637.6798,2.7560827E-4,1.2272957E-4
37,0,46,0,0.0,0.0,0.0,267.87265,88.420975,43.6442,855.6977,1271.4813,611.7699,2.483071E-4,1.6583675E-4
38,0,18,0,0.0,0.0,0.0,550.4063,276.45645,137.95589,1194.5627,1322.37,645.7942,4.466974E-4,1.16056835E-4
39,3,42,0,0.94370145,864.1557,432.03638,418.54324,194.88542,97.37831,948.4148,1318.9778,642.22107,0.0066322237,3.2995726E-4
40,0,25,0,0.0,0.0,0.0,478.41827,348.92258,174.1958,1100.9874,1337.8094,655.76874,4.30202E-4,1.0921604E-4
41,0,28,0,0.0,0.0,0.0,612.92676,388.30182,194.0067,1058.815,1374.6841,681.19946,4.702828E-4,1.1632333E-4
42,0,36,0,0.0,0.0,0.0,482.76428,331.94775,165.92722,1044.7146,1304.8594,632.37695,2.6279164E-4,1.2049585E-4
43,0,57,0,0.0,0.0,0.0,366.4141,207.27501,103.58171,903.7025,1263.7849,603.36957,4.0733354E-4,1.4902456E-4
44,0,21,0,0.0,0.0,0.0,550.1706,351.0203,175.2129,880.1347,1323.7799,645.43494,4.8800433E-4,1.35268E-4
45,0,49,0,0.0,0.0,0.0,374.11584,142.36209,70.57102,936.6326,1319.7045,642.5971,3.9216445E-4,1.4597582E-4
46,0,24,0,0.0,0.0,0.0,645.0273,370.56168,185.24297,894.7676,1373.4366,680.657,3.9777218E-4,1.2703678E-4
47,0,32,0,0.0,0.0,0.0,448.2773,116.10916,57.60413,1045.1097,1312.3838,638.5755,2.3539273E-4,1.1907441E-4
48,0,44,0,0.0,0.0,0.0,413.8782,197.84015,98.61401,921.3261,1309.2423,634.7087,7.090529E-4,1.3909776E-4
49,0,15,0,0.0,0.0,0.0,537.17267,324.3114,162.0957,752.0999,1353.0118,665.4355,5.7443633E-4,1.4393292E-4
50,1,15,1,0.87619877,954.3746,476.98123,479.59076,338.86414,169.01677,823.86536,1367.5554,676.84485,0.0065614567,2.0433981E-4
51,1,47,1,0.9325352,960.0,480.0,468.29355,294.81595,147.33794,795.8842,1251.3029,596.44275,0.0063992715,2.0328787E-4
52,1,27,1,0.5041723,941.4634,469.73895,425.2222,452.6031,226.20068,580.87146,1317.5472,641.2893,0.006694372,2.419377E-4
53,1,12,0,0.49585247,931.7659,465.79333,498.818,363.2557,181.5091,545.88464,1355.2351,667.0538,0.0067959665,2.703769E-4
54,0,9,0,0.0,0.0,0.0,610.6207,374.02112,186.9343,831.14923,1373.6539,681.3489,4.3772935E-4,1.3528414E-4
55,0,68,0,0.0,0.0,0.0,304.93814,108.421326,54.12938,603.30615,1286.1847,618.1037,2.365082E-4,1.8143028E-4
56,2,30,0,1.1165724,941.4128,469.94135,373.1455,192.34384,96.01343,633.53406,1280.352,614.21686,0.00650046,2.8648257E-4
57,0,38,0,0.0,0.0,0.0,473.27905,104.15566,51.504265,588.5574,1250.2948,597.16437,3.7209436E-4,1.665246E-4
58,2,10,0,1.0501585,1128.0625,563.7391,470.16666,298.29352,149.06131,514.9607,1389.4338,692.9052,0.006491481,3.2243808E-4
59,1,14,1,0.4818926,1396.8965,698.201,535.5595,361.88467,180.7177,584.14105,1343.8861,660.116,0.0067580347,2.3853853E-4
60,2,12,0,0.9494462,1083.4655,538.69574,477.40115,243.21074,121.493195,463.9108,1389.297,692.46295,0.0065308544,3.652498E-4
61,2,21,2,1.1264744,942.5,471.25,419.78043,125.75861,61.763527,582.61646,1281.698,618.06384,0.006498787,2.9749636E-4
62,1,37,1,0.72785854,990.05286,494.76303,395.60162,345.04263,172.35364,437.72638,1359.4376,670.90576,0.006665095,2.666983E-4
63,3,21,3,1.129446,1123.636,559.50757,450.3046,413.43503,206.42201,363.30743,1378.8737,684.81116,0.006494829,4.5953022E-4
64,11,17,3,0.9356174,1077.1421,538.47,374.20462,546.857,273.17902,355.2786,1392.5426,693.9697,0.006780661,9.733256E-4
65,0,81,0,0.0,0.0,0.0,388.6165,174.33742,86.70624,504.03592,1194.3639,557.1428,2.9039773E-4,1.682608E-4
66,0,24,0,0.0,0.0,0.0,399.65805,108.14435,53.73575,463.62912,1310.7363,633.94525,6.2673696E-4,1.9891378E-4
67,1,15,0,0.8557253,1056.6754,526.9851,552.53314,400.67047,199.92609,417.8164,1323.4067,644.79346,0.0063964394,2.8423232E-4
68,0,54,0,0.0,0.0,0.0,411.83698,167.92581,83.89242,589.5491,1352.1176,664.8375,4.7390003E-4,1.6936718E-4
69,2,23,0,0.84502125,1037.8394,518.8651,534.3668,433.85925,216.44412,465.07718,1369.084,677.7903,0.0067553944,3.4703306E-4
70,0,46,0,0.0,0.0,0.0,342.01788,96.52795,48.14741,366.37503,1016.4589,434.6642,2.5570238E-4,2.0228457E-4
71,0,26,0,0.0,0.0,0.0,398.21844,362.39758,180.86873,433.50046,1257.2683,601.4546,6.8570307E-4,2.1997036E-4
72,3,12,0,1.0624195,835.7531,417.67703,396.60385,152.51218,76.13863,296.69443,1371.5653,679.9524,0.0064474675,4.8533606E-4
