Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,16,0,0.0,0.0,0.0,610.1201,311.36264,155.62088,1557.1536,1388.581,691.84344,3.8615055E-4,8.170107E-5
2,0,45,0,0.0,0.0,0.0,319.62878,121.59941,60.751568,1393.2639,1394.3317,695.5515,1.9725236E-4,1.2357598E-4
3,0,15,0,0.0,0.0,0.0,540.3392,278.6173,139.04305,1449.5011,1369.9517,679.3397,1.9888798E-4,8.178635E-5
4,0,23,0,0.0,0.0,0.0,511.07803,281.1675,140.51761,1390.5271,1396.0255,697.156,2.1498727E-4,9.041729E-5
5,0,26,0,0.0,0.0,0.0,560.953,246.9807,123.399155,1390.5175,1389.8073,692.92566,1.5067437E-4,9.0767855E-5
6,0,3,0,0.0,0.0,0.0,578.30566,240.24947,119.92572,1769.493,1393.8763,695.67737,1.3283119E-4,5.8875423E-5
7,0,9,0,0.0,0.0,0.0,579.4365,297.37604,148.41238,1585.9836,1386.6407,690.3172,1.6100523E-4,7.2156676E-5
8,0,15,0,0.0,0.0,0.0,411.11224,141.31898,70.54134,1508.3658,1396.2723,697.29395,6.6371734E-4,8.749853E-5
9,0,22,0,0.0,0.0,0.0,543.02936,288.37006,144.12761,1474.4474,1389.1562,691.912,1.9790148E-4,8.564562E-5
10,0,16,0,0.0,0.0,0.0,487.28348,178.261,89.079475,1402.0933,1376.8419,683.7787,3.058885E-4,9.2524875E-5
11,0,16,0,0.0,0.0,0.0,511.49634,244.33585,122.095985,1387.2941,1387.7462,691.138,2.5113046E-4,8.8975066E-5
12,0,21,0,0.0,0.0,0.0,472.4977,197.13058,98.506485,1484.843,1387.0842,690.39465,5.3244916E-4,9.239622E-5
13,0,9,0,0.0,0.0,0.0,539.71387,310.84262,155.20592,1317.9983,1385.4459,689.4708,3.1503747E-4,9.274287E-5
14,0,17,0,0.0,0.0,0.0,455.7592,311.6036,155.60635,1236.6908,1375.6245,682.89014,2.8946414E-4,1.009682E-4
15,0,55,0,0.0,0.0,0.0,286.07635,116.074036,57.94088,1210.1132,1350.1924,664.4199,2.8044244E-4,1.4998825E-4
16,0,6,0,0.0,0.0,0.0,620.03973,439.59982,219.62978,1709.7037,1375.8804,682.73865,5.549858E-4,7.599609E-5
17,2,38,1,0.5880513,810.4957,404.46686,379.27274,154.2016,76.97047,1365.7083,1390.2369,692.88446,0.006831438,2.4414808E-4
18,0,33,0,0.0,0.0,0.0,538.8504,228.21484,114.04661,1135.2021,1376.1558,682.4329,1.9513204E-4,1.0722117E-4
19,0,18,0,0.0,0.0,0.0,489.3056,208.16019,103.784775,1294.9442,1375.942,683.1419,2.4047037E-4,9.504427E-5
20,1,36,0,1.2186241,905.72516,452.76294,528.8684,203.58601,101.659386,1233.5358,1363.5582,674.6993,0.0064521255,1.7388084E-4
21,0,49,0,0.0,0.0,0.0,404.01566,84.043594,41.82508,883.9881,1185.715,543.39496,2.6741571E-4,1.4541214E-4
22,0,37,0,0.0,0.0,0.0,298.45697,141.88753,70.81203,1066.8848,1311.1115,635.68274,3.2714722E-4,1.4309889E-4
23,1,17,0,1.1627102,830.0,415.0,364.99283,214.06396,106.99603,1066.0658,1350.4692,665.0162,0.0064527565,1.8206303E-4
24,0,29,0,0.0,0.0,0.0,454.85165,299.95184,149.50429,750.63043,1328.9495,649.25476,4.727758E-4,1.552326E-4
25,0,11,0,0.0,0.0,0.0,526.502,344.3963,172.14772,579.742,1335.4288,653.26636,5.499686E-4,1.7132482E-4
