Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,25,0,0.0,0.0,0.0,433.45837,93.7773,46.76853,1497.6716,1395.5283,696.5061,2.9396202E-4,9.0421E-5
2,0,15,0,0.0,0.0,0.0,528.0573,300.00592,149.94014,1570.9872,1390.6006,693.3592,2.4231852E-4,7.942325E-5
3,0,36,0,0.0,0.0,0.0,360.73578,198.10391,98.96634,1325.9526,1359.3981,672.7924,5.764646E-4,1.1743499E-4
4,0,17,0,0.0,0.0,0.0,444.34152,249.5027,124.66538,1462.5632,1380.3722,685.8657,1.8230052E-4,8.249276E-5
5,0,28,0,0.0,0.0,0.0,351.24307,80.043816,39.392628,1449.8795,1379.3159,685.57117,2.2982794E-4,9.970792E-5
6,0,22,0,0.0,0.0,0.0,493.24045,184.50023,92.17361,1494.3157,1373.8251,682.3135,3.3147418E-4,8.852484E-5
7,0,19,0,0.0,0.0,0.0,376.00757,191.53113,95.632774,1451.4229,1392.8458,694.96173,3.1289493E-4,9.007109E-5
8,0,17,0,0.0,0.0,0.0,365.30463,194.01477,96.923355,1454.6107,1379.928,685.57495,2.553749E-4,8.9815854E-5
9,0,16,0,0.0,0.0,0.0,520.1276,265.83167,132.6955,1453.6482,1379.1917,684.9377,2.9185455E-4,8.397242E-5
10,0,27,0,0.0,0.0,0.0,382.78247,122.20584,60.97165,1439.0096,1376.3845,683.7038,2.1240178E-4,9.721601E-5
11,0,31,0,0.0,0.0,0.0,527.34125,288.85632,144.34702,1448.808,1390.1497,692.74963,2.0746795E-4,9.38265E-5
12,0,6,0,0.0,0.0,0.0,556.10455,267.61813,133.64822,1671.9495,1387.4429,690.7635,3.7933106E-4,7.347727E-5
13,0,47,0,0.0,0.0,0.0,348.12106,173.47685,86.53941,1362.2415,1356.1818,669.20886,2.1397405E-4,1.246675E-4
14,0,14,0,0.0,0.0,0.0,529.3478,350.4175,175.16176,1431.0088,1385.6741,689.64355,3.616444E-4,8.806866E-5
15,0,22,0,0.0,0.0,0.0,617.3304,359.57394,179.59009,1323.297,1378.0236,684.35876,3.6748662E-4,1.0351991E-4
