Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,17,0,0.0,0.0,0.0,411.84485,223.26178,111.20887,1524.3152,1387.0399,690.3369,2.464119E-4,9.574934E-5
2,0,23,0,0.0,0.0,0.0,452.27942,115.691536,57.554806,1438.3647,1386.8933,690.6511,1.8635439E-4,9.903822E-5
3,0,20,0,0.0,0.0,0.0,538.6774,346.45636,173.15324,1440.1323,1387.5243,691.0875,2.6232423E-4,9.9198725E-5
4,0,18,0,0.0,0.0,0.0,432.38977,203.2879,101.55939,1480.6571,1390.7738,693.61426,2.5375857E-4,9.436128E-5
5,0,13,0,0.0,0.0,0.0,581.8287,306.43048,153.05893,1539.7252,1387.5386,691.4822,2.904926E-4,8.950122E-5
6,0,8,0,0.0,0.0,0.0,612.10767,278.09457,137.0607,1599.678,1387.3196,691.049,9.014647E-4,9.163009E-5
7,0,14,0,0.0,0.0,0.0,561.80804,313.6468,156.78734,1458.2911,1361.933,673.66315,3.136561E-4,9.044856E-5
8,0,40,0,0.0,0.0,0.0,331.24313,151.58733,75.68628,1341.1827,1377.6152,684.7064,2.3881912E-4,1.3961871E-4
9,0,25,0,0.0,0.0,0.0,469.8313,142.23334,70.98674,1499.462,1391.8567,694.2368,2.5813494E-4,1.00305195E-4
10,0,14,0,0.0,0.0,0.0,436.79056,194.28642,96.97442,1609.7794,1380.7743,686.2696,2.1994402E-4,8.224063E-5
11,0,26,0,0.0,0.0,0.0,522.6038,244.09514,121.87057,1414.671,1378.7654,684.77924,3.239427E-4,1.0637505E-4
12,0,18,0,0.0,0.0,0.0,503.31918,212.01558,105.895355,1474.0646,1374.1493,681.4451,3.5972777E-4,9.883874E-5
13,0,28,0,0.0,0.0,0.0,418.90775,126.53418,63.079967,1321.6804,1359.3539,671.6475,0.0013939618,1.3050342E-4
14,0,19,0,0.0,0.0,0.0,532.6925,315.27106,157.50406,1564.5264,1387.3956,690.9852,2.6234624E-4,9.664049E-5
15,0,13,0,0.0,0.0,0.0,454.89645,209.36864,104.40904,1321.2827,1373.7019,682.0545,2.7847308E-4,9.695228E-5
16,0,28,0,0.0,0.0,0.0,432.79904,277.45187,138.44289,1376.2001,1381.9265,687.1995,2.6160563E-4,1.14026785E-4
17,1,15,0,0.8631191,983.0,491.5,404.04108,292.1807,145.93118,1486.0286,1385.218,689.02234,0.006365767,1.5746933E-4
18,2,26,0,1.2119083,964.3979,481.93054,552.88904,269.17706,134.50589,1085.3733,1350.8042,665.95807,0.0064989394,2.5948993E-4
19,0,42,0,0.0,0.0,0.0,373.90454,275.70428,137.70909,1047.0223,1381.8506,686.87823,0.0011191786,1.6724956E-4
20,2,17,2,0.6591935,941.2467,470.55975,550.9166,237.01752,118.41022,742.9634,1382.2994,687.57825,0.0066277585,3.12723E-4
21,2,55,1,1.07869,878.2307,438.9589,441.30234,194.68095,97.13597,821.2022,1381.097,687.1181,0.0066003744,3.080637E-4
22,1,15,0,0.851161,1003.0,501.5,463.26364,454.362,227.01927,926.6793,1374.7588,682.6192,0.0065025124,2.0513646E-4
23,3,20,0,0.65974206,961.06024,480.44186,311.77884,466.37387,233.02779,616.61,1367.6956,676.70636,0.006790254,4.888644E-4
24,3,38,1,0.98161125,1045.1802,522.44415,479.92178,297.67294,148.67525,664.83496,1349.4862,664.63043,0.006463269,3.587508E-4
25,18,12,4,0.92820424,1064.1204,531.8505,187.5686,1066.0734,532.8602,533.7379,1378.2131,684.66644,0.0066794385,0.0014522136
26,1,11,1,0.75963116,994.5303,497.1406,602.40356,255.06274,127.432,442.8371,1394.3854,695.98444,0.0066044787,2.8867475E-4
27,5,5,1,0.7087944,938.2692,468.94205,519.0495,448.9628,224.3741,463.2938,1399.0942,699.31305,0.006822079,5.422925E-4
28,0,35,0,0.0,0.0,0.0,485.33633,509.05658,254.30882,585.6581,1393.9479,695.5743,6.2600244E-4,2.0769505E-4
29,0,93,0,0.0,0.0,0.0,341.31726,138.85269,69.083336,423.13693,1174.4736,543.92487,3.5583723E-4,2.2193138E-4
30,1,59,0,0.46957302,1169.669,584.7237,370.42563,256.1485,127.60769,508.65836,1356.7239,668.3732,0.0067356317,2.9981605E-4
31,10,42,5,0.9102949,768.5062,383.61615,418.05054,114.40685,56.94873,419.41125,1355.4258,668.5219,0.0068468093,9.5522264E-4
32,8,16,2,0.6621151,1030.1548,514.9623,211.7633,882.9451,440.19055,534.7692,1351.9033,666.7294,0.006846922,7.636752E-4
33,4,26,0,0.8708601,859.2022,429.38696,315.28894,239.61537,119.493866,437.87326,1336.012,652.73267,0.006853224,5.5316195E-4
34,6,14,1,0.9765485,1164.6736,582.2521,258.27975,902.7109,450.9786,542.80536,1369.1818,677.2853,0.0066189882,6.468389E-4
35,0,19,0,0.0,0.0,0.0,397.45172,462.27463,230.93483,269.54193,1393.2183,695.08185,0.0021724838,5.837811E-4
36,0,11,0,0.0,0.0,0.0,83.27379,1151.5796,575.5388,389.2622,1307.4805,632.43335,7.2302273E-4,3.680522E-4
37,1,9,0,1.221302,1384.0,692.0,455.25726,440.44446,220.22223,291.16412,1392.4465,694.4132,0.0061758677,5.184015E-4
38,3,6,0,0.95521575,1261.3726,630.55707,218.4259,1219.1743,609.50616,518.933,1281.6088,616.2575,0.0065033627,7.4393785E-4
39,12,42,5,0.8379202,1007.0755,503.42642,309.84546,569.1039,284.37738,459.74326,1371.0808,680.01166,0.0068055736,0.00102763
40,1,5,0,1.2386856,1292.8512,646.14087,420.05014,679.01855,339.35165,146.80096,1399.358,699.51196,0.006212429,0.0011353643
41,0,3,0,0.0,0.0,0.0,337.77084,413.38876,206.60005,329.58743,1369.295,677.5752,4.9776136E-4,3.6471814E-4
42,0,1,0,0.0,0.0,0.0,657.7095,292.07736,145.7904,349.03592,1399.8177,699.8483,3.6368705E-4,2.812957E-4
43,0,26,0,0.0,0.0,0.0,350.5326,348.26788,173.56253,416.07382,1330.6765,649.3535,8.4516505E-4,2.7427034E-4
44,1,6,0,1.0021954,1388.0,694.0,343.9233,1072.6376,536.2313,293.3861,1398.7689,699.0374,0.006518652,8.2513824E-4
45,0,5,0,0.0,0.0,0.0,336.4399,394.94482,197.1883,259.7007,1398.9635,699.1392,8.417533E-4,4.643986E-4
46,0,6,0,0.0,0.0,0.0,366.1979,230.33559,114.948906,481.82513,1363.5459,673.1757,4.9500936E-4,2.2752871E-4
