Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,38,0,0.0,0.0,0.0,408.5531,101.5654,50.670506,1492.908,1398.7847,698.98865,3.3380932E-4,1.1863516E-4
2,0,17,0,0.0,0.0,0.0,564.55396,348.19257,173.70029,1609.29,1389.4948,692.44604,9.96028E-4,9.2845505E-5
3,1,11,0,0.6671171,1079.0,539.5,483.31223,239.45555,119.59892,1405.52,1378.6447,685.7486,0.0066755647,1.5699233E-4
4,0,23,0,0.0,0.0,0.0,583.52014,341.338,170.63579,1313.2925,1374.1119,682.0358,3.064893E-4,1.14041606E-4
5,0,40,0,0.0,0.0,0.0,472.40103,153.55399,76.358665,1170.0256,1366.9954,677.46326,2.610258E-4,1.2807429E-4
6,0,4,0,0.0,0.0,0.0,433.9375,310.67438,155.11147,1697.0186,1379.7227,685.81964,2.737345E-4,7.223623E-5
7,0,12,0,0.0,0.0,0.0,509.79715,286.90128,143.41124,1574.7628,1380.9061,686.77325,2.702018E-4,8.428947E-5
8,0,16,0,0.0,0.0,0.0,398.8865,277.3336,138.51172,1319.8213,1382.7684,687.77234,2.6565164E-4,1.0607149E-4
9,0,9,0,0.0,0.0,0.0,601.6466,461.6301,230.72453,1756.6403,1376.4774,683.867,2.4655354E-4,7.506055E-5
10,0,26,0,0.0,0.0,0.0,583.8705,263.82584,131.77129,1325.3918,1371.1177,679.4332,3.2965955E-4,1.0743727E-4
11,0,38,0,0.0,0.0,0.0,262.35367,94.97287,47.40064,1421.8715,1396.8322,697.83716,2.7904432E-4,1.4567492E-4
12,0,25,0,0.0,0.0,0.0,574.0696,258.07355,128.9629,1592.3926,1387.3318,691.33545,2.1943571E-4,9.2720446E-5
13,0,28,0,0.0,0.0,0.0,432.2912,211.7023,105.75926,1383.0092,1381.3254,687.2901,2.3098887E-4,1.09113964E-4
14,0,43,0,0.0,0.0,0.0,568.8529,228.76349,114.32565,1298.4087,1380.8147,686.9295,2.6969955E-4,1.1867678E-4
15,0,42,0,0.0,0.0,0.0,629.6228,318.8302,158.91574,1314.8644,1363.075,675.2206,4.155372E-4,1.2242467E-4
16,0,7,0,0.0,0.0,0.0,457.01678,285.99295,142.88847,1746.6324,1399.5516,699.6558,2.2846273E-4,7.02721E-5
17,0,34,0,0.0,0.0,0.0,284.88184,146.30722,73.08722,1367.1372,1383.5658,688.18463,4.0180332E-4,1.4288345E-4
18,0,12,0,0.0,0.0,0.0,613.36456,343.84927,171.79433,1383.23,1378.272,685.08685,3.943921E-4,9.552589E-5
19,0,33,0,0.0,0.0,0.0,614.85345,330.1522,165.03516,1427.8884,1377.9932,684.06964,2.6820763E-4,1.0478166E-4
20,0,13,0,0.0,0.0,0.0,509.94678,276.76144,138.24161,1615.6262,1392.9833,695.13153,2.3482768E-4,8.020544E-5
21,0,34,0,0.0,0.0,0.0,377.86975,198.17435,99.00816,1251.6764,1388.194,691.7842,7.917075E-4,1.3331784E-4
22,0,30,0,0.0,0.0,0.0,515.6371,191.5965,95.757774,1325.9478,1367.4768,677.22345,2.1305014E-4,1.1067273E-4
23,1,52,0,0.9856672,1013.0,506.5,559.57556,272.86868,136.39812,1145.9286,1382.1965,687.1418,0.006369496,1.9826321E-4
24,0,12,0,0.0,0.0,0.0,449.31763,219.26782,109.46686,1225.4891,1398.5571,698.86017,4.2764968E-4,1.0793387E-4
25,0,8,0,0.0,0.0,0.0,487.62466,526.71747,262.8634,1816.519,1382.081,687.34814,2.761912E-4,7.266153E-5
26,0,17,0,0.0,0.0,0.0,546.4208,218.35835,109.02051,1403.2505,1385.31,689.45917,7.909529E-4,1.12220674E-4
27,1,13,0,1.146513,1147.0,573.5,522.3058,347.69122,173.69269,1378.7843,1374.618,682.22205,0.0062461984,1.9496559E-4
28,3,11,0,1.0738039,1250.5914,625.2598,608.4446,386.3498,192.80482,874.13525,1391.6703,693.8988,0.006497615,4.5146022E-4
29,0,11,0,0.0,0.0,0.0,287.1218,120.188156,59.86525,866.7823,1363.377,673.63245,0.0016363817,1.6983386E-4
30,6,7,1,0.7311575,1267.8011,633.59393,544.17816,590.232,294.85452,823.2151,1399.1162,699.35016,0.0067981575,8.424287E-4
31,3,2,0,0.8732837,998.36896,498.8301,502.80994,276.42545,138.17683,764.27466,1378.7518,684.9508,0.006575981,4.4586966E-4
32,6,3,2,0.93305844,1095.8986,546.42847,483.40845,371.02017,185.43152,434.39157,1397.3903,698.0388,0.0066615613,7.6442404E-4
33,0,3,0,0.0,0.0,0.0,550.6369,861.80835,430.3134,745.23236,1375.98,682.1164,4.959461E-4,1.4705356E-4
34,0,2,0,0.0,0.0,0.0,373.34586,412.39386,205.43779,842.65216,1363.8329,674.00995,0.0011609937,1.6895228E-4
35,10,13,3,0.9735066,1038.181,518.3495,517.0267,319.8176,159.62909,521.3613,1391.4944,693.86993,0.006694995,9.2409714E-4
36,5,1,1,0.725742,1043.051,520.3784,499.84204,334.17288,166.88211,324.2298,1392.6876,694.774,0.006868644,8.0949E-4
37,0,2,0,0.0,0.0,0.0,400.9915,655.99146,327.87463,576.07324,1333.251,651.0893,6.4339716E-4,1.8157622E-4
38,10,4,5,0.867455,1037.8743,518.48254,420.32605,509.11172,252.29788,485.84308,1396.7241,697.5669,0.0068287784,0.0010040497
39,0,1,0,0.0,0.0,0.0,413.47647,59.0,29.5,393.94092,1349.1146,664.3864,0.0010243114,3.2019106E-4
40,21,3,7,0.8313203,913.23083,456.4737,491.74243,219.99585,108.830284,488.03552,1379.7971,685.0008,0.0068972907,0.0016052271
41,0,5,0,0.0,0.0,0.0,260.75516,827.28674,413.50082,480.54816,1369.7603,677.82654,0.0013193196,2.482172E-4
42,6,7,1,0.7336604,1049.5709,524.69464,506.00967,298.26773,148.89941,436.206,1369.3711,677.897,0.0067042266,6.341506E-4
43,0,4,0,0.0,0.0,0.0,498.4104,625.7035,312.83008,950.7712,1294.5343,626.6816,4.821993E-4,1.1972836E-4
44,22,5,7,0.87382245,913.2879,454.12122,100.49777,934.86066,466.50595,469.5022,1385.811,689.8125,0.0068297707,0.0017274615
45,0,4,0,0.0,0.0,0.0,553.0121,671.42975,335.61435,681.93225,1321.3406,644.9627,4.9332815E-4,1.5718555E-4
46,1,20,0,0.82934,1338.3134,668.08716,301.9255,256.87152,128.1183,419.5924,1333.3685,651.81525,0.006621028,3.48883E-4
47,0,16,0,0.0,0.0,0.0,371.23843,437.32236,217.70927,671.5277,1340.6292,656.2797,0.0010312588,1.8617901E-4
48,14,2,2,0.8604046,900.3951,449.89517,392.39047,380.83755,190.34964,578.38165,1388.4292,691.2192,0.006843381,0.0010932038
49,9,3,2,0.75258327,1140.4454,569.64886,490.73373,842.3963,419.68918,463.01154,1373.6357,680.2237,0.006835347,9.3572825E-4
50,23,10,7,0.8227436,1113.7273,556.183,355.87558,811.7556,404.3389,301.55127,1393.7795,695.0839,0.0068368386,0.0019452807
51,2,1,0,0.8635874,1046.8435,523.0713,511.8601,300.0,150.0,264.67493,1394.442,695.9168,0.006711006,6.074743E-4
52,2,0,0,0.85357094,1071.4598,535.71027,0.0,0.0,0.0,286.36743,1399.5574,699.6285,0.0065942067,5.9010973E-4
53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,374.67148,1391.0355,693.2447,0.0011104785,3.5963117E-4
