Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,1,14,1,0.53649235,1390.0,695.0,557.2313,279.64285,139.82143,1602.779,1393.9569,695.7878,0.006636009,1.4697191E-4
2,0,10,0,0.0,0.0,0.0,500.45392,339.3254,169.59412,1593.2585,1391.4857,694.18695,2.3890573E-4,8.333479E-5
3,1,4,0,1.2467709,1119.0,559.5,614.27795,312.1176,156.02565,1764.7247,1397.11,697.95,0.0064623808,1.379497E-4
4,0,9,0,0.0,0.0,0.0,630.93036,372.37863,186.11601,1624.4675,1393.6954,695.46204,4.1938186E-4,8.628032E-5
5,0,40,0,0.0,0.0,0.0,401.64786,148.68948,73.782425,1341.8704,1386.7252,690.49603,5.922619E-4,1.3271374E-4
6,1,42,0,0.76381016,715.0,357.5,418.0105,120.85833,60.259678,1325.7152,1357.1034,670.35785,0.0065691993,1.9746715E-4
7,0,43,0,0.0,0.0,0.0,334.58987,128.57257,64.073166,1213.2958,1347.7211,663.6908,3.155024E-4,1.5177291E-4
8,0,60,0,0.0,0.0,0.0,326.02942,134.22412,66.92628,1140.3171,1310.6024,637.9888,3.4105958E-4,1.8155167E-4
9,0,23,0,0.0,0.0,0.0,340.7775,137.1655,68.35853,1288.8123,1312.5604,640.95654,3.1762305E-4,1.2320624E-4
10,0,29,0,0.0,0.0,0.0,526.37195,331.79892,165.78096,1369.8815,1335.2828,653.3016,0.0018616162,1.4168757E-4
11,1,22,0,0.7016735,995.5108,497.63046,586.1675,319.80655,158.66393,1064.984,1365.4493,675.5919,0.006707882,2.1310426E-4
12,0,27,0,0.0,0.0,0.0,336.98102,149.65231,74.77148,1041.2991,1348.3811,664.3371,7.2491314E-4,1.546934E-4
13,0,21,0,0.0,0.0,0.0,454.80072,233.10156,116.449135,1294.736,1362.5195,673.32825,4.9141014E-4,1.1770506E-4
14,0,37,0,0.0,0.0,0.0,300.0781,192.31236,95.8993,972.412,1303.8043,632.6329,8.0416026E-4,1.8393113E-4
15,0,37,0,0.0,0.0,0.0,401.7165,235.90733,117.8641,1008.9112,1305.9794,635.4976,2.538614E-4,1.5122315E-4
16,1,25,1,0.733654,1096.0,548.0,527.9842,335.29413,167.53668,1218.0189,1369.9192,679.0331,0.0066630207,2.2243078E-4
17,0,56,0,0.0,0.0,0.0,395.52133,82.667984,41.2559,962.9563,1360.0829,672.8474,6.537248E-4,1.8006256E-4
18,0,21,0,0.0,0.0,0.0,594.9017,480.4349,239.9512,863.8434,1368.9703,677.9903,0.00151501,1.9925622E-4
19,4,36,2,0.9991286,829.2441,414.5536,429.98474,233.05772,116.45454,773.2128,1379.5355,685.53406,0.006499981,4.794575E-4
20,0,51,0,0.0,0.0,0.0,406.5751,431.21304,215.49002,899.6137,1326.3939,649.0774,0.0012676656,2.1341603E-4
21,1,38,1,0.70608044,918.51086,459.1305,431.5767,479.2862,239.57877,932.45435,1354.7479,667.802,0.0065285414,2.4183228E-4
22,6,31,3,0.8211209,814.76855,407.3569,396.08923,349.5384,174.64848,565.1173,1378.5594,685.0769,0.006756184,7.0840097E-4
23,0,29,0,0.0,0.0,0.0,475.11935,731.48846,365.70462,740.93634,1379.1729,685.45404,0.0013062654,2.1819817E-4
24,1,41,1,1.035799,784.0,392.0,333.03238,471.34375,235.56743,675.57623,1362.2684,674.0555,0.006568272,2.9099442E-4
25,2,47,1,0.6013074,1135.115,567.5043,374.78403,489.6872,244.7605,642.4932,1356.3344,669.88367,0.006844906,3.707165E-4
26,3,26,0,0.92985946,888.333,443.96597,339.60065,615.4632,307.42975,576.3539,1370.8414,679.2892,0.0065903463,5.077296E-4
27,3,23,1,0.8251397,988.279,494.11673,358.82736,824.7543,412.26044,456.69733,1395.0243,696.2549,0.0067787156,5.0203723E-4
28,0,23,0,0.0,0.0,0.0,403.38617,809.62115,404.4849,608.5681,1396.209,696.7496,0.0021801656,2.7174907E-4
29,8,28,1,0.8516643,985.85156,492.9152,338.4594,732.03925,365.88303,480.50192,1380.1825,686.3612,0.006734078,8.190742E-4
30,5,32,2,0.9268366,971.4349,485.65778,292.93927,679.2562,339.58102,457.2285,1396.6294,697.5845,0.006780766,6.547298E-4
31,13,28,4,0.8804505,951.2975,475.6197,250.6386,865.63837,432.73166,350.26196,1385.5922,689.82764,0.0067957,0.0011588816
32,3,38,1,0.8303496,1108.7296,554.2605,326.26587,769.8585,384.8318,495.96707,1381.8007,687.3931,0.0065642595,4.6991985E-4
33,6,11,2,1.1030612,1058.7875,529.3171,166.47095,916.2188,457.9492,415.64264,1397.9552,698.5477,0.0065377206,7.913143E-4
34,2,19,0,0.80384207,1236.7263,618.2555,347.11868,796.1611,398.01782,403.71478,1399.5428,699.663,0.0068100663,4.8673982E-4
35,6,18,3,0.78316927,1126.5776,563.20715,255.65991,600.5968,300.1787,345.18338,1398.854,699.18945,0.0068166624,7.9548894E-4
36,6,19,3,0.9775076,996.9844,498.4851,277.25006,762.69324,381.30856,419.5485,1394.0317,695.83295,0.006708651,6.781806E-4
37,6,24,3,0.78500336,996.6834,498.2871,294.99875,861.9384,430.82846,398.63037,1235.0247,584.57983,0.006765684,6.704898E-4
38,6,31,0,0.9486437,894.20703,447.03305,319.1297,536.89056,268.32956,419.1996,1360.703,672.85986,0.0068034893,7.5102726E-4
39,9,16,3,0.99954444,978.94714,489.41245,347.54877,683.80896,341.72702,315.33856,1368.6357,678.14325,0.0068312613,0.0010235973
40,4,31,2,0.86369014,1006.5,503.25,311.12216,634.7696,317.27826,519.3797,1305.4033,632.8446,0.0066954,5.166997E-4
41,8,28,3,0.8304162,990.9013,495.38962,217.30911,796.3033,398.0294,361.9156,1311.7626,638.5326,0.0069128615,8.8972977E-4
42,7,11,2,0.82168376,932.8571,466.42856,310.8613,723.80975,361.85144,406.31384,1386.455,690.5662,0.006746683,8.244382E-4
43,12,9,1,0.8910685,902.29047,451.0814,275.4139,827.0238,413.4061,352.01688,1385.2765,689.75366,0.0068289265,0.0011134455
44,5,16,2,0.8511448,1201.956,600.9608,181.88095,916.52277,458.2273,386.00854,1399.8634,699.8984,0.0066710627,6.6110084E-4
45,1,34,0,0.629817,872.0,436.0,271.1909,730.50165,365.1149,377.773,1382.6846,687.6097,0.0066792043,3.6050339E-4
46,7,45,0,1.0426886,858.57086,429.19574,152.4051,760.29236,380.00494,309.7679,1376.4214,683.0948,0.0065324525,8.2017906E-4
47,3,48,1,0.9149987,887.9212,443.8783,245.68703,680.71576,340.0648,351.03525,1260.2343,601.8678,0.0066676554,5.489387E-4
48,13,75,1,0.80741507,779.654,389.7419,285.83545,185.20427,92.4735,466.89682,1383.6166,688.697,0.0068722405,0.0011103405
49,4,26,0,0.7246566,995.4888,497.6531,267.5891,967.09235,483.4492,347.00833,1336.7582,654.9019,0.006851348,6.0634786E-4
50,6,13,1,0.8055825,932.28973,466.07217,328.94965,1004.20337,501.8112,357.45258,1396.2806,697.2675,0.0067480053,6.807323E-4
51,0,20,0,0.0,0.0,0.0,293.18344,974.7438,487.3514,386.59775,1399.0795,699.3328,0.001742924,4.0176272E-4
52,5,4,2,0.82382643,1262.8826,631.40247,327.79868,1124.7438,562.3236,529.5986,1399.8352,699.88696,0.0067076553,6.499788E-4
53,5,33,2,0.72513807,965.39276,482.62314,303.86868,617.1627,308.49255,341.4103,1399.2854,699.4498,0.0068231053,6.2725664E-4
54,1,18,0,0.7327757,1102.758,551.28735,247.92567,905.7009,452.71307,299.7215,1399.0862,699.30206,0.006610359,5.8541313E-4
55,11,17,3,0.79903907,991.176,495.51273,334.1495,557.7427,278.78278,264.4127,1399.7141,699.7781,0.0068999548,0.0011079015
56,14,8,5,0.8539833,1228.4293,614.0812,320.84955,904.92865,452.35544,302.7788,1399.63,699.74054,0.006692162,0.0013015979
