Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,13,0,0.0,0.0,0.0,527.1842,240.83942,120.298935,1541.6327,1396.5394,697.201,3.7985656E-4,8.746126E-5
2,0,15,0,0.0,0.0,0.0,585.4374,328.86563,164.2277,1415.2833,1394.5875,696.21045,7.71831E-4,9.818868E-5
3,0,14,0,0.0,0.0,0.0,532.69867,243.5095,121.68978,1554.183,1377.0378,684.0978,3.2136004E-4,8.863436E-5
4,0,16,0,0.0,0.0,0.0,582.7063,271.59705,135.69191,1357.7163,1390.9468,693.61774,2.9142373E-4,9.794441E-5
5,0,15,0,0.0,0.0,0.0,577.3709,304.3509,152.07843,1679.0504,1386.7756,690.7255,2.3056226E-4,8.211132E-5
6,0,32,0,0.0,0.0,0.0,557.87646,298.58517,149.20966,1398.3423,1399.1718,699.3557,3.465051E-4,1.11942754E-4
7,0,12,0,0.0,0.0,0.0,599.7852,265.34558,132.54228,1536.2594,1389.5076,693.04584,2.4750765E-4,8.479856E-5
8,0,19,0,0.0,0.0,0.0,361.90872,175.79185,87.7661,1465.8553,1359.1077,671.9544,2.9884148E-4,1.035842E-4
9,0,9,0,0.0,0.0,0.0,552.14935,315.88147,157.88097,1459.7499,1387.3518,690.9009,2.0021781E-4,8.569362E-5
10,0,49,0,0.0,0.0,0.0,309.16452,128.61832,64.265884,1322.0912,1387.4059,691.02954,2.5258688E-4,1.5843201E-4
11,0,22,0,0.0,0.0,0.0,587.4795,352.9486,176.40848,1613.301,1390.6875,693.4401,2.8808392E-4,9.2631E-5
12,0,33,0,0.0,0.0,0.0,484.88446,177.35268,88.59558,1290.5863,1382.8995,688.0413,2.8293996E-4,1.188369E-4
13,0,28,0,0.0,0.0,0.0,454.32184,223.60605,111.72948,1418.5951,1396.1188,697.16675,2.7637166E-4,1.0597916E-4
14,0,35,0,0.0,0.0,0.0,570.1562,342.76508,171.29886,1474.7551,1392.0245,694.37006,4.1329244E-4,1.0753725E-4
15,0,31,0,0.0,0.0,0.0,485.9002,155.98286,77.88948,1394.6643,1394.4999,696.1854,4.0403666E-4,1.0922258E-4
16,0,48,0,0.0,0.0,0.0,435.40933,128.89417,64.373215,1363.1309,1388.0042,691.62604,4.091284E-4,1.3589275E-4
17,0,18,0,0.0,0.0,0.0,452.40152,202.1706,100.9603,1502.2968,1362.3612,673.6241,4.8117034E-4,9.51694E-5
18,0,8,0,0.0,0.0,0.0,652.9813,352.8634,176.3481,1503.7462,1387.4613,691.0708,6.3608336E-4,1.0126626E-4
19,0,27,0,0.0,0.0,0.0,521.24835,217.03992,108.44452,1368.0474,1386.5498,690.3057,3.4893517E-4,1.08321074E-4
