Generation,num_target,num_obs,num_robotstop,dist2obj_target,dist_target,ener_target,dist2obj_obs,dist_obs,ener_obs,dist2obj_null,dist_null,ener_null,best_loss,global_loss
1,0,26,0,0.0,0.0,0.0,369.83737,176.60922,87.71329,1414.8312,1391.2527,694.14056,2.522838E-4,1.1206574E-4
2,0,11,0,0.0,0.0,0.0,638.0741,353.26657,176.27504,1718.1948,1393.7657,695.4617,2.1810163E-4,7.4961055E-5
3,0,13,0,0.0,0.0,0.0,535.9906,232.08202,115.95964,1417.8672,1384.2627,688.8868,5.155871E-4,9.556229E-5
4,0,19,0,0.0,0.0,0.0,504.33908,201.04672,100.405495,1576.7676,1378.4407,684.6257,1.8177678E-4,8.858997E-5
5,0,15,0,0.0,0.0,0.0,506.68564,320.74533,160.20073,1441.7256,1373.8275,681.94653,3.3306703E-4,9.46277E-5
6,0,7,0,0.0,0.0,0.0,491.09668,291.4283,145.62022,1587.6726,1391.7705,694.3391,3.2923988E-4,7.983479E-5
7,0,50,0,0.0,0.0,0.0,333.13367,64.37923,32.11325,1473.7225,1384.6683,689.94336,2.6584032E-4,1.4745565E-4
8,0,17,0,0.0,0.0,0.0,580.37006,318.73828,159.32466,1343.2773,1398.4374,698.8434,6.403943E-4,1.0838969E-4
9,0,16,0,0.0,0.0,0.0,588.3929,314.8842,157.42339,1262.6199,1391.7576,693.6917,3.572734E-4,1.1318153E-4
10,0,23,0,0.0,0.0,0.0,420.28784,180.51128,89.50608,1505.7456,1368.6018,677.6953,2.9183173E-4,1.0214476E-4
11,0,33,0,0.0,0.0,0.0,493.09125,257.82297,128.8279,1480.4506,1374.8324,681.9915,3.9446008E-4,1.1410579E-4
12,0,37,0,0.0,0.0,0.0,408.33618,201.12347,100.49913,1337.0613,1383.4626,688.4496,4.1793348E-4,1.2801825E-4
13,0,23,0,0.0,0.0,0.0,364.5248,219.93045,109.85675,1468.9164,1387.2434,690.4297,2.5944016E-4,1.0722487E-4
14,0,18,0,0.0,0.0,0.0,584.1521,311.99323,155.89044,1572.726,1386.3615,690.04004,7.718178E-4,9.5341784E-5
15,0,22,0,0.0,0.0,0.0,564.2115,307.8528,153.75616,1381.3967,1366.3472,676.02167,3.2697813E-4,1.0123398E-4
16,0,14,0,0.0,0.0,0.0,581.5334,318.2419,159.06001,1403.5168,1359.8077,671.7011,6.324598E-4,1.0457771E-4
17,0,13,0,0.0,0.0,0.0,506.13672,208.33162,104.04625,1425.4384,1370.9612,679.2202,3.5509854E-4,9.684015E-5
18,0,30,0,0.0,0.0,0.0,446.5228,224.16557,111.980515,1227.8932,1370.573,679.3119,6.0601736E-4,1.302475E-4
19,0,21,0,0.0,0.0,0.0,523.5639,280.71826,140.28261,1497.6727,1381.3401,686.4418,4.0172506E-4,1.0185635E-4
20,0,19,0,0.0,0.0,0.0,514.49365,252.99083,126.28281,1429.5251,1380.5516,685.8887,2.2307702E-4,9.720429E-5
21,0,47,0,0.0,0.0,0.0,347.28558,167.1548,83.50314,1265.676,1360.5142,672.20667,2.645422E-4,1.5187987E-4
22,0,63,0,0.0,0.0,0.0,335.14813,122.243286,60.866074,1251.2555,1332.5027,653.5719,2.79999E-4,1.7942743E-4
23,0,6,0,0.0,0.0,0.0,537.8261,383.39893,191.625,1699.5602,1388.2554,691.651,2.641128E-4,7.371434E-5
24,0,26,0,0.0,0.0,0.0,411.91812,124.78606,62.221306,1295.3772,1358.4066,670.97046,2.7453894E-4,1.1549294E-4
25,0,50,0,0.0,0.0,0.0,332.0727,86.7306,43.2418,1181.9585,1367.624,677.4403,3.2165812E-4,1.6421531E-4
26,0,21,0,0.0,0.0,0.0,450.52878,247.20236,123.40055,1399.9196,1357.532,669.72974,6.521156E-4,1.10254E-4
27,1,21,0,0.77098274,1103.0,551.5,616.519,331.22357,165.32751,1428.0311,1364.8759,675.89307,0.006539785,1.7325036E-4
28,0,12,0,0.0,0.0,0.0,543.219,223.339,111.56046,1606.7476,1367.7798,677.0821,5.850285E-4,8.515485E-5
29,0,33,0,0.0,0.0,0.0,333.22296,162.51302,81.16749,1331.6621,1343.9291,661.51276,3.5411774E-4,1.3192293E-4
30,0,26,0,0.0,0.0,0.0,624.1244,351.9526,175.88077,1501.9991,1363.7272,674.70526,4.722843E-4,1.01954734E-4
31,1,22,0,0.99772835,814.3756,406.83777,488.17276,208.47878,104.12532,1187.5209,1361.8118,673.236,0.0064373477,1.9064637E-4
32,1,23,0,0.81109715,1091.571,545.6384,593.9699,337.05545,168.47577,1046.2103,1370.967,679.6275,0.0065306993,2.2784798E-4
33,0,27,0,0.0,0.0,0.0,318.79474,133.40416,66.63456,1589.1245,1397.1743,697.8948,2.3775699E-4,1.0959275E-4
34,0,17,0,0.0,0.0,0.0,542.5831,257.1705,128.44238,1485.8224,1382.4731,688.1804,3.4239897E-4,8.970467E-5
35,0,8,0,0.0,0.0,0.0,536.2093,365.84824,182.7554,1519.1592,1370.1991,679.20996,3.311724E-4,8.663251E-5
36,0,30,0,0.0,0.0,0.0,396.42468,82.27198,40.984592,1380.3118,1372.6641,680.91547,0.0017327161,1.3312383E-4
37,0,16,0,0.0,0.0,0.0,594.32935,386.5012,192.76451,1449.9052,1373.4952,681.2298,0.0010796401,1.0817518E-4
38,0,15,0,0.0,0.0,0.0,609.6082,390.26523,194.96216,1527.6261,1377.2484,684.0073,3.2368355E-4,9.513479E-5
39,0,32,0,0.0,0.0,0.0,404.02106,187.02487,93.33696,1393.1458,1379.5278,685.4067,2.40705E-4,1.1791698E-4
40,0,39,0,0.0,0.0,0.0,368.03967,107.12092,53.451504,1454.0192,1372.8491,681.3357,2.7341835E-4,1.277561E-4
41,0,39,0,0.0,0.0,0.0,468.17764,231.375,115.495346,1486.3002,1357.9312,670.31384,2.1261827E-4,1.13361355E-4
42,0,23,0,0.0,0.0,0.0,532.809,371.7451,184.84677,1465.375,1371.6594,680.25745,3.5473643E-4,1.0406336E-4
43,0,29,0,0.0,0.0,0.0,524.0338,312.36395,156.09502,1278.5808,1372.194,680.16656,0.0014221304,1.498728E-4
44,1,34,1,0.693553,898.6538,449.18604,470.3212,432.96716,216.34683,1274.5453,1386.3228,690.3625,0.00657077,1.9710092E-4
45,0,28,0,0.0,0.0,0.0,491.60107,194.08604,96.78834,1341.695,1364.9714,675.2779,2.3988531E-4,1.1281218E-4
46,7,26,5,1.0846685,1174.1233,587.004,478.19257,359.0552,179.37851,1029.655,1323.4089,645.7965,0.006443455,6.504791E-4
47,1,73,1,0.62261105,991.3312,495.24762,591.9867,248.69644,123.998825,887.1786,1336.3892,655.38995,0.006625617,2.1525561E-4
48,0,39,0,0.0,0.0,0.0,613.64966,355.85712,177.83395,919.91833,1380.0767,686.11,4.2606657E-4,1.5484898E-4
49,1,54,1,1.1616383,999.75366,499.784,394.36465,121.73189,60.585712,985.3337,1278.3883,613.5544,0.0061255195,2.6409503E-4
50,0,60,0,0.0,0.0,0.0,435.32407,125.86802,62.791195,1046.1769,1339.3718,658.2533,0.0013757129,1.6903586E-4
51,0,30,0,0.0,0.0,0.0,600.95526,331.70117,165.57487,1058.2577,1344.3405,662.14386,0.001066772,1.4290695E-4
52,0,46,0,0.0,0.0,0.0,478.26617,241.51872,120.61719,963.2017,1358.8823,670.5191,2.6048292E-4,1.460431E-4
53,0,26,0,0.0,0.0,0.0,484.76447,353.53815,176.3945,1101.1206,1342.4648,658.8767,0.0012836455,1.5941143E-4
54,0,57,0,0.0,0.0,0.0,444.61664,241.43253,120.592514,876.43176,1298.8121,628.93195,3.0641654E-4,1.6461842E-4
55,0,18,0,0.0,0.0,0.0,491.5734,509.63406,254.28163,1065.5297,1347.4786,662.96735,6.254443E-4,1.4549177E-4
56,0,77,0,0.0,0.0,0.0,381.25638,138.74385,69.32536,1144.6045,1381.1575,686.3434,6.483742E-4,1.8264052E-4
57,0,33,0,0.0,0.0,0.0,596.6175,386.75348,193.28798,596.5787,1396.8738,697.67426,0.0020353242,2.5303126E-4
58,0,64,0,0.0,0.0,0.0,400.08362,151.53929,75.411705,765.5494,1234.5856,586.4009,0.0013010275,1.9202253E-4
59,0,28,0,0.0,0.0,0.0,541.61096,414.232,206.67587,986.4016,1312.7524,639.0655,5.254192E-4,1.4171707E-4
